City	State	Incorporation	Year	Population
Alabaster 	Alabama	city	2010	31095
Alabaster 	Alabama	city	2011	31281
Alabaster 	Alabama	city	2012	31587
Alabaster 	Alabama	city	2013	31890
Alabaster 	Alabama	city	2014	32115
Alabaster 	Alabama	city	2015	32707
Albertville 	Alabama	city	2010	21151
Albertville 	Alabama	city	2011	21341
Albertville 	Alabama	city	2012	21397
Albertville 	Alabama	city	2013	21423
Albertville 	Alabama	city	2014	21394
Albertville 	Alabama	city	2015	21462
Alexander City 	Alabama	city	2010	14834
Alexander City 	Alabama	city	2011	14822
Alexander City 	Alabama	city	2012	14734
Alexander City 	Alabama	city	2013	14841
Alexander City 	Alabama	city	2014	14830
Alexander City 	Alabama	city	2015	14718
Andalusia 	Alabama	city	2010	9025
Andalusia 	Alabama	city	2011	9094
Andalusia 	Alabama	city	2012	9037
Andalusia 	Alabama	city	2013	9045
Andalusia 	Alabama	city	2014	9075
Andalusia 	Alabama	city	2015	9063
Anniston 	Alabama	city	2010	23070
Anniston 	Alabama	city	2011	22909
Anniston 	Alabama	city	2012	22761
Anniston 	Alabama	city	2013	22616
Anniston 	Alabama	city	2014	22474
Anniston 	Alabama	city	2015	22347
Arab 	Alabama	city	2010	8102
Arab 	Alabama	city	2011	8187
Arab 	Alabama	city	2012	8232
Arab 	Alabama	city	2013	8259
Arab 	Alabama	city	2014	8259
Arab 	Alabama	city	2015	8295
Athens 	Alabama	city	2010	22012
Athens 	Alabama	city	2011	22806
Athens 	Alabama	city	2012	23438
Athens 	Alabama	city	2013	23909
Athens 	Alabama	city	2014	24504
Athens 	Alabama	city	2015	24966
Atmore 	Alabama	city	2010	10191
Atmore 	Alabama	city	2011	10152
Atmore 	Alabama	city	2012	10114
Atmore 	Alabama	city	2013	10023
Atmore 	Alabama	city	2014	10059
Atmore 	Alabama	city	2015	10049
Attalla 	Alabama	city	2010	6045
Attalla 	Alabama	city	2011	6019
Attalla 	Alabama	city	2012	6005
Attalla 	Alabama	city	2013	5971
Attalla 	Alabama	city	2014	5935
Attalla 	Alabama	city	2015	5899
Bay Minette 	Alabama	city	2010	8347
Bay Minette 	Alabama	city	2011	8495
Bay Minette 	Alabama	city	2012	8637
Bay Minette 	Alabama	city	2013	8916
Bay Minette 	Alabama	city	2014	9037
Bay Minette 	Alabama	city	2015	9118
Bessemer 	Alabama	city	2010	27430
Bessemer 	Alabama	city	2011	27354
Bessemer 	Alabama	city	2012	27207
Bessemer 	Alabama	city	2013	27032
Bessemer 	Alabama	city	2014	26918
Bessemer 	Alabama	city	2015	26730
Boaz 	Alabama	city	2010	9484
Boaz 	Alabama	city	2011	9552
Boaz 	Alabama	city	2012	9620
Boaz 	Alabama	city	2013	9646
Boaz 	Alabama	city	2014	9669
Boaz 	Alabama	city	2015	9688
Brewton 	Alabama	city	2010	5399
Brewton 	Alabama	city	2011	5444
Brewton 	Alabama	city	2012	5425
Brewton 	Alabama	city	2013	5408
Brewton 	Alabama	city	2014	5396
Brewton 	Alabama	city	2015	5434
Calera 	Alabama	city	2010	11729
Calera 	Alabama	city	2011	12114
Calera 	Alabama	city	2012	12436
Calera 	Alabama	city	2013	12719
Calera 	Alabama	city	2014	12944
Calera 	Alabama	city	2015	13213
Center Point 	Alabama	city	2010	16928
Center Point 	Alabama	city	2011	16920
Center Point 	Alabama	city	2012	16905
Center Point 	Alabama	city	2013	16821
Center Point 	Alabama	city	2014	16767
Center Point 	Alabama	city	2015	16655
Chelsea 	Alabama	city	2010	10581
Chelsea 	Alabama	city	2011	10720
Chelsea 	Alabama	city	2012	10959
Chelsea 	Alabama	city	2013	11370
Chelsea 	Alabama	city	2014	11770
Chelsea 	Alabama	city	2015	12059
Chickasaw 	Alabama	city	2010	6090
Chickasaw 	Alabama	city	2011	6059
Chickasaw 	Alabama	city	2012	6026
Chickasaw 	Alabama	city	2013	5998
Chickasaw 	Alabama	city	2014	5975
Chickasaw 	Alabama	city	2015	5954
Childersburg 	Alabama	city	2010	5165
Childersburg 	Alabama	city	2011	5148
Childersburg 	Alabama	city	2012	5130
Childersburg 	Alabama	city	2013	5096
Childersburg 	Alabama	city	2014	5080
Childersburg 	Alabama	city	2015	5046
Clanton 	Alabama	city	2010	8628
Clanton 	Alabama	city	2011	8661
Clanton 	Alabama	city	2012	8658
Clanton 	Alabama	city	2013	8687
Clanton 	Alabama	city	2014	8725
Clanton 	Alabama	city	2015	8844
Clay 	Alabama	city	2010	9682
Clay 	Alabama	city	2011	9703
Clay 	Alabama	city	2012	9673
Clay 	Alabama	city	2013	9695
Clay 	Alabama	city	2014	9694
Clay 	Alabama	city	2015	9655
Cullman 	Alabama	city	2010	14818
Cullman 	Alabama	city	2011	14819
Cullman 	Alabama	city	2012	14872
Cullman 	Alabama	city	2013	14980
Cullman 	Alabama	city	2014	15134
Cullman 	Alabama	city	2015	15350
Daleville 	Alabama	city	2010	5302
Daleville 	Alabama	city	2011	5240
Daleville 	Alabama	city	2012	5255
Daleville 	Alabama	city	2013	5185
Daleville 	Alabama	city	2014	5144
Daleville 	Alabama	city	2015	5141
Daphne 	Alabama	city	2010	21812
Daphne 	Alabama	city	2011	22286
Daphne 	Alabama	city	2012	22825
Daphne 	Alabama	city	2013	23494
Daphne 	Alabama	city	2014	24344
Daphne 	Alabama	city	2015	24896
Demopolis 	Alabama	city	2010	7452
Demopolis 	Alabama	city	2011	7407
Demopolis 	Alabama	city	2012	7313
Demopolis 	Alabama	city	2013	7223
Demopolis 	Alabama	city	2014	7191
Demopolis 	Alabama	city	2015	7148
Enterprise 	Alabama	city	2010	26773
Enterprise 	Alabama	city	2011	27151
Enterprise 	Alabama	city	2012	27751
Enterprise 	Alabama	city	2013	27613
Enterprise 	Alabama	city	2014	27730
Enterprise 	Alabama	city	2015	27978
Eufaula 	Alabama	city	2010	13073
Eufaula 	Alabama	city	2011	12919
Eufaula 	Alabama	city	2012	12929
Eufaula 	Alabama	city	2013	12832
Eufaula 	Alabama	city	2014	12769
Eufaula 	Alabama	city	2015	12596
Fairfield 	Alabama	city	2010	11101
Fairfield 	Alabama	city	2011	11057
Fairfield 	Alabama	city	2012	10992
Fairfield 	Alabama	city	2013	11015
Fairfield 	Alabama	city	2014	10978
Fairfield 	Alabama	city	2015	10907
Fairhope 	Alabama	city	2010	15432
Fairhope 	Alabama	city	2011	15937
Fairhope 	Alabama	city	2012	16465
Fairhope 	Alabama	city	2013	17310
Fairhope 	Alabama	city	2014	18051
Fairhope 	Alabama	city	2015	18730
Florence 	Alabama	city	2010	39364
Florence 	Alabama	city	2011	39416
Florence 	Alabama	city	2012	39657
Florence 	Alabama	city	2013	39936
Florence 	Alabama	city	2014	40218
Florence 	Alabama	city	2015	40026
Foley 	Alabama	city	2010	15259
Foley 	Alabama	city	2011	15547
Foley 	Alabama	city	2012	15865
Foley 	Alabama	city	2013	16296
Foley 	Alabama	city	2014	16750
Foley 	Alabama	city	2015	17218
Fort Payne 	Alabama	city	2010	14119
Fort Payne 	Alabama	city	2011	14178
Fort Payne 	Alabama	city	2012	14090
Fort Payne 	Alabama	city	2013	14070
Fort Payne 	Alabama	city	2014	14115
Fort Payne 	Alabama	city	2015	14150
Fultondale 	Alabama	city	2010	8380
Fultondale 	Alabama	city	2011	8435
Fultondale 	Alabama	city	2012	8541
Fultondale 	Alabama	city	2013	8745
Fultondale 	Alabama	city	2014	8903
Fultondale 	Alabama	city	2015	9048
Gadsden 	Alabama	city	2010	36880
Gadsden 	Alabama	city	2011	36747
Gadsden 	Alabama	city	2012	36665
Gadsden 	Alabama	city	2013	36473
Gadsden 	Alabama	city	2014	36281
Gadsden 	Alabama	city	2015	36084
Gardendale 	Alabama	city	2010	13893
Gardendale 	Alabama	city	2011	13854
Gardendale 	Alabama	city	2012	13793
Gardendale 	Alabama	city	2013	13739
Gardendale 	Alabama	city	2014	13730
Gardendale 	Alabama	city	2015	13711
Glencoe 	Alabama	city	2010	5166
Glencoe 	Alabama	city	2011	5177
Glencoe 	Alabama	city	2012	5198
Glencoe 	Alabama	city	2013	5186
Glencoe 	Alabama	city	2014	5170
Glencoe 	Alabama	city	2015	5153
Greenville 	Alabama	city	2010	8135
Greenville 	Alabama	city	2011	8032
Greenville 	Alabama	city	2012	7939
Greenville 	Alabama	city	2013	7891
Greenville 	Alabama	city	2014	7895
Greenville 	Alabama	city	2015	7845
Gulf Shores 	Alabama	city	2010	10144
Gulf Shores 	Alabama	city	2011	10300
Gulf Shores 	Alabama	city	2012	10481
Gulf Shores 	Alabama	city	2013	10705
Gulf Shores 	Alabama	city	2014	10933
Gulf Shores 	Alabama	city	2015	11131
Guntersville 	Alabama	city	2010	8208
Guntersville 	Alabama	city	2011	8271
Guntersville 	Alabama	city	2012	8300
Guntersville 	Alabama	city	2013	8319
Guntersville 	Alabama	city	2014	8334
Guntersville 	Alabama	city	2015	8385
Hamilton 	Alabama	city	2010	6889
Hamilton 	Alabama	city	2011	6878
Hamilton 	Alabama	city	2012	6831
Hamilton 	Alabama	city	2013	6788
Hamilton 	Alabama	city	2014	6785
Hamilton 	Alabama	city	2015	6772
Hartselle 	Alabama	city	2010	14261
Hartselle 	Alabama	city	2011	14412
Hartselle 	Alabama	city	2012	14451
Hartselle 	Alabama	city	2013	14419
Hartselle 	Alabama	city	2014	14464
Hartselle 	Alabama	city	2015	14493
Helena 	Alabama	city	2010	17014
Helena 	Alabama	city	2011	17126
Helena 	Alabama	city	2012	17277
Helena 	Alabama	city	2013	17495
Helena 	Alabama	city	2014	17854
Helena 	Alabama	city	2015	18264
Homewood 	Alabama	city	2010	25149
Homewood 	Alabama	city	2011	25066
Homewood 	Alabama	city	2012	25279
Homewood 	Alabama	city	2013	25829
Homewood 	Alabama	city	2014	25831
Homewood 	Alabama	city	2015	25708
Hueytown 	Alabama	city	2010	16107
Hueytown 	Alabama	city	2011	16042
Hueytown 	Alabama	city	2012	15957
Hueytown 	Alabama	city	2013	15873
Hueytown 	Alabama	city	2014	15818
Hueytown 	Alabama	city	2015	15710
Irondale 	Alabama	city	2010	12343
Irondale 	Alabama	city	2011	12350
Irondale 	Alabama	city	2012	12378
Irondale 	Alabama	city	2013	12378
Irondale 	Alabama	city	2014	12437
Irondale 	Alabama	city	2015	12423
Jackson 	Alabama	city	2010	5211
Jackson 	Alabama	city	2011	5168
Jackson 	Alabama	city	2012	5080
Jackson 	Alabama	city	2013	5068
Jackson 	Alabama	city	2014	5005
Jacksonville 	Alabama	city	2010	12587
Jacksonville 	Alabama	city	2011	12499
Jacksonville 	Alabama	city	2012	12530
Jacksonville 	Alabama	city	2013	12330
Jacksonville 	Alabama	city	2014	12268
Jacksonville 	Alabama	city	2015	12222
Jasper 	Alabama	city	2010	14385
Jasper 	Alabama	city	2011	14328
Jasper 	Alabama	city	2012	14241
Jasper 	Alabama	city	2013	14199
Jasper 	Alabama	city	2014	14129
Jasper 	Alabama	city	2015	14071
Lanett 	Alabama	city	2010	6455
Lanett 	Alabama	city	2011	6433
Lanett 	Alabama	city	2012	6448
Lanett 	Alabama	city	2013	6462
Lanett 	Alabama	city	2014	6443
Lanett 	Alabama	city	2015	6452
Leeds 	Alabama	city	2010	11796
Leeds 	Alabama	city	2011	11814
Leeds 	Alabama	city	2012	11848
Leeds 	Alabama	city	2013	11896
Leeds 	Alabama	city	2014	11931
Leeds 	Alabama	city	2015	11936
Lincoln 	Alabama	city	2010	6256
Lincoln 	Alabama	city	2011	6276
Lincoln 	Alabama	city	2012	6331
Lincoln 	Alabama	city	2013	6365
Lincoln 	Alabama	city	2014	6456
Lincoln 	Alabama	city	2015	6524
Madison 	Alabama	city	2010	43307
Madison 	Alabama	city	2011	44017
Madison 	Alabama	city	2012	44907
Madison 	Alabama	city	2013	45670
Madison 	Alabama	city	2014	46409
Madison 	Alabama	city	2015	46962
Midfield 	Alabama	city	2010	5357
Midfield 	Alabama	city	2011	5336
Midfield 	Alabama	city	2012	5307
Midfield 	Alabama	city	2013	5279
Midfield 	Alabama	city	2014	5259
Midfield 	Alabama	city	2015	5222
Millbrook 	Alabama	city	2010	14670
Millbrook 	Alabama	city	2011	14817
Millbrook 	Alabama	city	2012	14912
Millbrook 	Alabama	city	2013	15075
Millbrook 	Alabama	city	2014	15179
Millbrook 	Alabama	city	2015	15314
Monroeville 	Alabama	city	2010	6476
Monroeville 	Alabama	city	2011	6420
Monroeville 	Alabama	city	2012	6364
Monroeville 	Alabama	city	2013	6246
Monroeville 	Alabama	city	2014	6176
Monroeville 	Alabama	city	2015	6110
Montevallo 	Alabama	city	2010	6320
Montevallo 	Alabama	city	2011	6395
Montevallo 	Alabama	city	2012	6516
Montevallo 	Alabama	city	2013	6565
Montevallo 	Alabama	city	2014	6615
Montevallo 	Alabama	city	2015	6648
Moody 	Alabama	city	2010	11774
Moody 	Alabama	city	2011	11933
Moody 	Alabama	city	2012	12140
Moody 	Alabama	city	2013	12361
Moody 	Alabama	city	2014	12439
Moody 	Alabama	city	2015	12593
Mountain Brook 	Alabama	city	2010	20466
Mountain Brook 	Alabama	city	2011	20427
Mountain Brook 	Alabama	city	2012	20369
Mountain Brook 	Alabama	city	2013	20332
Mountain Brook 	Alabama	city	2014	20721
Mountain Brook 	Alabama	city	2015	20691
Muscle Shoals 	Alabama	city	2010	13199
Muscle Shoals 	Alabama	city	2011	13288
Muscle Shoals 	Alabama	city	2012	13376
Muscle Shoals 	Alabama	city	2013	13468
Muscle Shoals 	Alabama	city	2014	13596
Muscle Shoals 	Alabama	city	2015	13706
Northport 	Alabama	city	2010	23451
Northport 	Alabama	city	2011	23740
Northport 	Alabama	city	2012	24078
Northport 	Alabama	city	2013	24437
Northport 	Alabama	city	2014	24688
Northport 	Alabama	city	2015	24772
Oneonta 	Alabama	city	2010	6571
Oneonta 	Alabama	city	2011	6636
Oneonta 	Alabama	city	2012	6639
Oneonta 	Alabama	city	2013	6632
Oneonta 	Alabama	city	2014	6621
Oneonta 	Alabama	city	2015	6615
Opelika 	Alabama	city	2010	26472
Opelika 	Alabama	city	2011	27438
Opelika 	Alabama	city	2012	27991
Opelika 	Alabama	city	2013	28656
Opelika 	Alabama	city	2014	29129
Opelika 	Alabama	city	2015	29527
Opp 	Alabama	city	2010	6662
Opp 	Alabama	city	2011	6705
Opp 	Alabama	city	2012	6667
Opp 	Alabama	city	2013	6669
Opp 	Alabama	city	2014	6672
Opp 	Alabama	city	2015	6658
Orange Beach 	Alabama	city	2010	5458
Orange Beach 	Alabama	city	2011	5534
Orange Beach 	Alabama	city	2012	5611
Orange Beach 	Alabama	city	2013	5695
Orange Beach 	Alabama	city	2014	5776
Orange Beach 	Alabama	city	2015	5850
Oxford 	Alabama	city	2010	21325
Oxford 	Alabama	city	2011	21306
Oxford 	Alabama	city	2012	21267
Oxford 	Alabama	city	2013	21216
Oxford 	Alabama	city	2014	21175
Oxford 	Alabama	city	2015	21249
Ozark 	Alabama	city	2010	14922
Ozark 	Alabama	city	2011	14817
Ozark 	Alabama	city	2012	14876
Ozark 	Alabama	city	2013	14806
Ozark 	Alabama	city	2014	14705
Ozark 	Alabama	city	2015	14719
Pelham 	Alabama	city	2010	21549
Pelham 	Alabama	city	2011	21747
Pelham 	Alabama	city	2012	22056
Pelham 	Alabama	city	2013	22343
Pelham 	Alabama	city	2014	22654
Pelham 	Alabama	city	2015	22885
Pell City 	Alabama	city	2010	12742
Pell City 	Alabama	city	2011	12872
Pell City 	Alabama	city	2012	13134
Pell City 	Alabama	city	2013	13324
Pell City 	Alabama	city	2014	13554
Pell City 	Alabama	city	2015	13646
Phenix City 	Alabama	city	2010	33184
Phenix City 	Alabama	city	2011	34511
Phenix City 	Alabama	city	2012	36203
Phenix City 	Alabama	city	2013	37347
Phenix City 	Alabama	city	2014	37592
Phenix City 	Alabama	city	2015	37570
Pike Road 	Alabama	town	2010	5460
Pike Road 	Alabama	town	2011	5583
Pike Road 	Alabama	town	2012	6567
Pike Road 	Alabama	town	2013	7496
Pike Road 	Alabama	town	2014	7934
Pike Road 	Alabama	town	2015	8274
Pinson 	Alabama	city	2010	7464
Pinson 	Alabama	city	2011	7457
Pinson 	Alabama	city	2012	7449
Pinson 	Alabama	city	2013	7443
Pinson 	Alabama	city	2014	7453
Pinson 	Alabama	city	2015	7438
Pleasant Grove 	Alabama	city	2010	10098
Pleasant Grove 	Alabama	city	2011	10068
Pleasant Grove 	Alabama	city	2012	10337
Pleasant Grove 	Alabama	city	2013	10333
Pleasant Grove 	Alabama	city	2014	10317
Pleasant Grove 	Alabama	city	2015	10260
Prattville 	Alabama	city	2010	34066
Prattville 	Alabama	city	2011	34624
Prattville 	Alabama	city	2012	34684
Prattville 	Alabama	city	2013	35008
Prattville 	Alabama	city	2014	35264
Prattville 	Alabama	city	2015	35420
Prichard 	Alabama	city	2010	22614
Prichard 	Alabama	city	2011	22528
Prichard 	Alabama	city	2012	22448
Prichard 	Alabama	city	2013	22430
Prichard 	Alabama	city	2014	22414
Prichard 	Alabama	city	2015	22351
Rainbow City 	Alabama	city	2010	9613
Rainbow City 	Alabama	city	2011	9624
Rainbow City 	Alabama	city	2012	9650
Rainbow City 	Alabama	city	2013	9635
Rainbow City 	Alabama	city	2014	9598
Rainbow City 	Alabama	city	2015	9580
Rainsville 	Alabama	city	2014	5007
Rainsville 	Alabama	city	2015	5031
Roanoke 	Alabama	city	2010	6068
Roanoke 	Alabama	city	2011	6049
Roanoke 	Alabama	city	2012	6005
Roanoke 	Alabama	city	2013	6000
Roanoke 	Alabama	city	2014	5956
Roanoke 	Alabama	city	2015	6005
Robertsdale 	Alabama	city	2010	5308
Robertsdale 	Alabama	city	2011	5439
Robertsdale 	Alabama	city	2012	5537
Robertsdale 	Alabama	city	2013	5653
Robertsdale 	Alabama	city	2014	5761
Robertsdale 	Alabama	city	2015	5894
Russellville 	Alabama	city	2010	9845
Russellville 	Alabama	city	2011	9851
Russellville 	Alabama	city	2012	9817
Russellville 	Alabama	city	2013	9780
Russellville 	Alabama	city	2014	9804
Russellville 	Alabama	city	2015	9847
Saraland 	Alabama	city	2010	13607
Saraland 	Alabama	city	2011	13597
Saraland 	Alabama	city	2012	13643
Saraland 	Alabama	city	2013	13686
Saraland 	Alabama	city	2014	13731
Saraland 	Alabama	city	2015	13906
Satsuma 	Alabama	city	2010	6156
Satsuma 	Alabama	city	2011	6144
Satsuma 	Alabama	city	2012	6132
Satsuma 	Alabama	city	2013	6141
Satsuma 	Alabama	city	2014	6161
Satsuma 	Alabama	city	2015	6182
Scottsboro 	Alabama	city	2010	14776
Scottsboro 	Alabama	city	2011	14817
Scottsboro 	Alabama	city	2012	14805
Scottsboro 	Alabama	city	2013	14782
Scottsboro 	Alabama	city	2014	14739
Scottsboro 	Alabama	city	2015	14722
Selma 	Alabama	city	2010	20743
Selma 	Alabama	city	2011	20511
Selma 	Alabama	city	2012	20263
Selma 	Alabama	city	2013	19908
Selma 	Alabama	city	2014	19791
Selma 	Alabama	city	2015	19519
Sheffield 	Alabama	city	2010	9043
Sheffield 	Alabama	city	2011	8998
Sheffield 	Alabama	city	2012	9032
Sheffield 	Alabama	city	2013	9085
Sheffield 	Alabama	city	2014	9135
Sheffield 	Alabama	city	2015	9108
Smiths Station 	Alabama	city	2011	5003
Smiths Station 	Alabama	city	2012	5101
Smiths Station 	Alabama	city	2013	5184
Smiths Station 	Alabama	city	2014	5244
Smiths Station 	Alabama	city	2015	5300
Southside 	Alabama	city	2010	8423
Southside 	Alabama	city	2011	8445
Southside 	Alabama	city	2012	8475
Southside 	Alabama	city	2013	8518
Southside 	Alabama	city	2014	8546
Southside 	Alabama	city	2015	8572
Spanish Fort 	Alabama	city	2010	6938
Spanish Fort 	Alabama	city	2011	7099
Spanish Fort 	Alabama	city	2012	7318
Spanish Fort 	Alabama	city	2013	7586
Spanish Fort 	Alabama	city	2014	7790
Spanish Fort 	Alabama	city	2015	8065
Sylacauga 	Alabama	city	2010	12828
Sylacauga 	Alabama	city	2011	12759
Sylacauga 	Alabama	city	2012	12836
Sylacauga 	Alabama	city	2013	12767
Sylacauga 	Alabama	city	2014	12733
Sylacauga 	Alabama	city	2015	12657
Talladega 	Alabama	city	2010	16039
Talladega 	Alabama	city	2011	16095
Talladega 	Alabama	city	2012	16158
Talladega 	Alabama	city	2013	15815
Talladega 	Alabama	city	2014	15886
Talladega 	Alabama	city	2015	15709
Tarrant 	Alabama	city	2010	6385
Tarrant 	Alabama	city	2011	6354
Tarrant 	Alabama	city	2012	6317
Tarrant 	Alabama	city	2013	6279
Tarrant 	Alabama	city	2014	6254
Tarrant 	Alabama	city	2015	6210
Troy 	Alabama	city	2010	18227
Troy 	Alabama	city	2011	18223
Troy 	Alabama	city	2012	18354
Troy 	Alabama	city	2013	19210
Troy 	Alabama	city	2014	18842
Troy 	Alabama	city	2015	18853
Trussville 	Alabama	city	2010	20024
Trussville 	Alabama	city	2011	20111
Trussville 	Alabama	city	2012	20125
Trussville 	Alabama	city	2013	20344
Trussville 	Alabama	city	2014	20688
Trussville 	Alabama	city	2015	21023
Tuscumbia 	Alabama	city	2010	8595
Tuscumbia 	Alabama	city	2011	8582
Tuscumbia 	Alabama	city	2012	8569
Tuscumbia 	Alabama	city	2013	8554
Tuscumbia 	Alabama	city	2014	8520
Tuscumbia 	Alabama	city	2015	8474
Tuskegee 	Alabama	city	2010	9858
Tuskegee 	Alabama	city	2011	9787
Tuskegee 	Alabama	city	2012	9383
Tuskegee 	Alabama	city	2013	9176
Tuskegee 	Alabama	city	2014	8931
Tuskegee 	Alabama	city	2015	8817
Valley 	Alabama	city	2010	9459
Valley 	Alabama	city	2011	9437
Valley 	Alabama	city	2012	9453
Valley 	Alabama	city	2013	9478
Valley 	Alabama	city	2014	9446
Valley 	Alabama	city	2015	9464
Vestavia Hills 	Alabama	city	2010	34089
Vestavia Hills 	Alabama	city	2011	34049
Vestavia Hills 	Alabama	city	2012	34025
Vestavia Hills 	Alabama	city	2013	33997
Vestavia Hills 	Alabama	city	2014	34154
Vestavia Hills 	Alabama	city	2015	34174
Wetumpka 	Alabama	city	2010	6705
Wetumpka 	Alabama	city	2011	6878
Wetumpka 	Alabama	city	2012	7101
Wetumpka 	Alabama	city	2013	7360
Wetumpka 	Alabama	city	2014	7640
Wetumpka 	Alabama	city	2015	7994
Prattville 	Alabama	city (pt.)	2010	32269
Prattville 	Alabama	city (pt.)	2011	32798
Prattville 	Alabama	city (pt.)	2012	32844
Prattville 	Alabama	city (pt.)	2013	33117
Prattville 	Alabama	city (pt.)	2014	33370
Prattville 	Alabama	city (pt.)	2015	33513
Oxford 	Alabama	city (pt.)	2010	17186
Oxford 	Alabama	city (pt.)	2011	17164
Oxford 	Alabama	city (pt.)	2012	17118
Oxford 	Alabama	city (pt.)	2013	17073
Oxford 	Alabama	city (pt.)	2014	17027
Oxford 	Alabama	city (pt.)	2015	17086
Enterprise 	Alabama	city (pt.)	2010	26295
Enterprise 	Alabama	city (pt.)	2011	26673
Enterprise 	Alabama	city (pt.)	2012	27263
Enterprise 	Alabama	city (pt.)	2013	27129
Enterprise 	Alabama	city (pt.)	2014	27246
Enterprise 	Alabama	city (pt.)	2015	27494
Millbrook 	Alabama	city (pt.)	2010	14526
Millbrook 	Alabama	city (pt.)	2011	14672
Millbrook 	Alabama	city (pt.)	2012	14768
Millbrook 	Alabama	city (pt.)	2013	14931
Millbrook 	Alabama	city (pt.)	2014	15033
Millbrook 	Alabama	city (pt.)	2015	15166
Glencoe 	Alabama	city (pt.)	2010	5128
Glencoe 	Alabama	city (pt.)	2011	5139
Glencoe 	Alabama	city (pt.)	2012	5160
Glencoe 	Alabama	city (pt.)	2013	5149
Glencoe 	Alabama	city (pt.)	2014	5133
Glencoe 	Alabama	city (pt.)	2015	5116
Southside 	Alabama	city (pt.)	2010	8268
Southside 	Alabama	city (pt.)	2011	8291
Southside 	Alabama	city (pt.)	2012	8321
Southside 	Alabama	city (pt.)	2013	8364
Southside 	Alabama	city (pt.)	2014	8392
Southside 	Alabama	city (pt.)	2015	8419
Leeds 	Alabama	city (pt.)	2010	9824
Leeds 	Alabama	city (pt.)	2011	9824
Leeds 	Alabama	city (pt.)	2012	9834
Leeds 	Alabama	city (pt.)	2013	9846
Leeds 	Alabama	city (pt.)	2014	9867
Leeds 	Alabama	city (pt.)	2015	9854
Trussville 	Alabama	city (pt.)	2010	19540
Trussville 	Alabama	city (pt.)	2011	19622
Trussville 	Alabama	city (pt.)	2012	19630
Trussville 	Alabama	city (pt.)	2013	19835
Trussville 	Alabama	city (pt.)	2014	20168
Trussville 	Alabama	city (pt.)	2015	20490
Vestavia Hills 	Alabama	city (pt.)	2010	34077
Vestavia Hills 	Alabama	city (pt.)	2011	34037
Vestavia Hills 	Alabama	city (pt.)	2012	34013
Vestavia Hills 	Alabama	city (pt.)	2013	33985
Vestavia Hills 	Alabama	city (pt.)	2014	34142
Vestavia Hills 	Alabama	city (pt.)	2015	34162
Madison 	Alabama	city (pt.)	2010	39810
Madison 	Alabama	city (pt.)	2011	40379
Madison 	Alabama	city (pt.)	2012	41122
Madison 	Alabama	city (pt.)	2013	41768
Madison 	Alabama	city (pt.)	2014	42367
Madison 	Alabama	city (pt.)	2015	42821
Arab 	Alabama	city (pt.)	2010	8075
Arab 	Alabama	city (pt.)	2011	8160
Arab 	Alabama	city (pt.)	2012	8205
Arab 	Alabama	city (pt.)	2013	8232
Arab 	Alabama	city (pt.)	2014	8232
Arab 	Alabama	city (pt.)	2015	8268
Boaz 	Alabama	city (pt.)	2010	8375
Boaz 	Alabama	city (pt.)	2011	8444
Boaz 	Alabama	city (pt.)	2012	8510
Boaz 	Alabama	city (pt.)	2013	8538
Boaz 	Alabama	city (pt.)	2014	8563
Boaz 	Alabama	city (pt.)	2015	8589
Phenix City 	Alabama	city (pt.)	2010	28994
Phenix City 	Alabama	city (pt.)	2011	30100
Phenix City 	Alabama	city (pt.)	2012	31642
Phenix City 	Alabama	city (pt.)	2013	32619
Phenix City 	Alabama	city (pt.)	2014	32771
Phenix City 	Alabama	city (pt.)	2015	32696
Calera 	Alabama	city (pt.)	2010	11639
Calera 	Alabama	city (pt.)	2011	12022
Calera 	Alabama	city (pt.)	2012	12342
Calera 	Alabama	city (pt.)	2013	12622
Calera 	Alabama	city (pt.)	2014	12845
Calera 	Alabama	city (pt.)	2015	13112
Helena 	Alabama	city (pt.)	2010	14807
Helena 	Alabama	city (pt.)	2011	14919
Helena 	Alabama	city (pt.)	2012	15076
Helena 	Alabama	city (pt.)	2013	15286
Helena 	Alabama	city (pt.)	2014	15609
Helena 	Alabama	city (pt.)	2015	15984
Hoover 	Alabama	city (pt.)	2010	22596
Hoover 	Alabama	city (pt.)	2011	22889
Hoover 	Alabama	city (pt.)	2012	23474
Hoover 	Alabama	city (pt.)	2013	23831
Hoover 	Alabama	city (pt.)	2014	24066
Hoover 	Alabama	city (pt.)	2015	24356
Bethel 	Alaska	city	2010	6103
Bethel 	Alaska	city	2011	6253
Bethel 	Alaska	city	2012	6336
Bethel 	Alaska	city	2013	6409
Bethel 	Alaska	city	2014	6429
Bethel 	Alaska	city	2015	6450
Fairbanks 	Alaska	city	2010	31750
Fairbanks 	Alaska	city	2011	30840
Fairbanks 	Alaska	city	2012	32544
Fairbanks 	Alaska	city	2013	33019
Fairbanks 	Alaska	city	2014	32238
Fairbanks 	Alaska	city	2015	32325
Homer 	Alaska	city	2010	5049
Homer 	Alaska	city	2011	5162
Homer 	Alaska	city	2012	5260
Homer 	Alaska	city	2013	5312
Homer 	Alaska	city	2014	5412
Homer 	Alaska	city	2015	5515
Juneau city and 	Alaska	borough	2010	31388
Juneau city and 	Alaska	borough	2011	32186
Juneau city and 	Alaska	borough	2012	32443
Juneau city and 	Alaska	borough	2013	32645
